productid,date,state,market size,product type,caffeine type,sales,cogs,total expesense,marketing,inventory,budget cogs,budget sales
2,2011-06-01,Oklahoma,Small Market,Coffee,Regular,98,43,25,14,597,50,120
4,2011-06-01,Oklahoma,Small Market,Espresso,Regular,279,118,55,36,-660,100,240
6,2011-06-01,Texas,Major Market,Espresso,Decaf,228,94,34,26,562,80,190
7,2011-06-01,Massachusetts,Major Market,Espresso,Regular,295,149,61,41,1245,140,290
6,2011-06-01,Wisconsin,Small Market,Espresso,Decaf,109,48,26,15,593,50,120
8,2011-06-01,Wisconsin,Small Market,Herbal Tea,Decaf,124,47,35,14,371,40,110
12,2011-06-01,Wisconsin,Small Market,Tea,Regular,127,53,72,48,597,40,110
9,2011-06-01,California,Major Market,Herbal Tea,Decaf,527,244,89,75,1213,200,460
6,2011-06-01,Washington,Small Market,Espresso,Decaf,175,81,44,25,1046,70,160
3,2011-06-01,Texas,Major Market,Coffee,Decaf,188,83,36,27,574,100,230
5,2011-06-01,Texas,Major Market,Espresso,Regular,274,113,40,31,897,90,230
1,2011-06-01,Utah,Small Market,Coffee,Regular,141,65,38,20,1042,80,170
2,2011-06-01,Utah,Small Market,Coffee,Regular,107,46,40,15,367,50,130
3,2011-06-01,Utah,Small Market,Coffee,Decaf,167,76,57,28,580,90,210
13,2011-06-01,Utah,Small Market,Tea,Regular,77,35,43,13,204,20,50
6,2011-06-01,Utah,Small Market,Espresso,Decaf,91,37,20,10,876,30,80
8,2011-06-01,Utah,Small Market,Herbal Tea,Decaf,137,56,37,17,302,40,120
10,2011-06-01,Utah,Small Market,Herbal Tea,Decaf,140,116,54,35,1142,90,120
11,2011-06-01,Utah,Small Market,Tea,Regular,124,52,71,47,313,30,80
12,2011-06-01,Utah,Small Market,Tea,Regular,95,41,38,13,239,20,60
4,2011-06-01,Utah,Small Market,Espresso,Regular,88,36,20,10,828,30,80
5,2011-06-01,Ohio,Major Market,Espresso,Regular,295,149,61,41,1245,170,350
2,2011-06-01,Texas,Major Market,Coffee,Regular,527,244,89,75,1213,300,660
13,2011-06-01,Connecticut,Small Market,Tea,Regular,51,20,15,5,804,20,50
1,2011-06-01,Oregon,Small Market,Coffee,Regular,106,44,64,40,496,50,130
2,2011-06-01,Oregon,Small Market,Coffee,Regular,111,47,57,15,456,50,140
3,2011-06-01,Oregon,Small Market,Coffee,Decaf,92,38,33,12,414,40,110
13,2011-06-01,Oregon,Small Market,Tea,Regular,279,118,55,36,636,70,190
6,2011-06-01,Oregon,Small Market,Espresso,Decaf,295,149,61,41,1245,140,280
9,2011-06-01,Oregon,Small Market,Herbal Tea,Decaf,98,43,24,14,597,30,80
12,2011-06-01,Oregon,Small Market,Tea,Regular,276,111,62,36,767,70,180
2,2011-06-01,New Mexico,Small Market,Coffee,Regular,155,62,47,20,436,70,190
3,2011-06-01,New Mexico,Small Market,Coffee,Decaf,140,116,55,35,1142,140,170
5,2011-06-01,New Mexico,Small Market,Espresso,Regular,124,52,71,47,313,40,100
6,2011-06-01,New Mexico,Small Market,Espresso,Decaf,95,41,38,13,239,30,80
8,2011-06-01,New Mexico,Small Market,Herbal Tea,Decaf,57,23,16,6,843,20,50
9,2011-06-01,New Mexico,Small Market,Herbal Tea,Decaf,69,32,28,9,996,30,60
4,2011-06-01,New Mexico,Small Market,Espresso,Regular,77,35,43,13,-180,30,60
13,2011-06-01,Washington,Small Market,Tea,Regular,127,53,73,48,597,30,80
4,2011-06-01,Washington,Small Market,Espresso,Regular,109,48,26,15,593,40,100
4,2011-06-01,California,Major Market,Espresso,Regular,516,260,89,72,1715,240,500
1,2011-06-01,Ohio,Major Market,Coffee,Regular,117,50,41,16,397,50,120
9,2011-06-01,Ohio,Major Market,Herbal Tea,Decaf,59,24,17,6,856,20,50
3,2011-06-01,Iowa,Small Market,Coffee,Decaf,52,22,18,7,608,20,50
12,2011-06-01,Iowa,Small Market,Tea,Regular,598,271,126,102,1714,230,530
2,2011-06-01,California,Major Market,Coffee,Regular,882,356,165,124,2476,440,1110
5,2011-06-01,Oregon,Small Market,Espresso,Regular,117,50,41,16,397,40,110
8,2011-06-01,Oregon,Small Market,Herbal Tea,Decaf,68,28,18,7,816,20,60
5,2011-06-01,Iowa,Small Market,Espresso,Regular,53,21,16,5,798,20,60
6,2011-06-01,Iowa,Small Market,Espresso,Decaf,43,0,11,0,602,0,50
8,2011-06-01,Iowa,Small Market,Herbal Tea,Decaf,628,272,113,89,1616,230,550
11,2011-06-01,Iowa,Small Market,Tea,Regular,516,260,90,72,1715,220,450
12,2011-06-01,Ohio,Major Market,Tea,Regular,279,118,55,36,636,100,240
2,2011-06-01,Missouri,Small Market,Coffee,Regular,167,76,58,28,580,80,170
8,2011-06-01,Oklahoma,Small Market,Herbal Tea,Decaf,132,59,51,22,377,50,130
1,2011-06-01,New Hampshire,Small Market,Coffee,Regular,137,56,38,17,302,50,130
2,2011-06-01,New Hampshire,Small Market,Coffee,Regular,155,62,48,20,436,50,140
13,2011-06-01,New Hampshire,Small Market,Tea,Regular,43,0,10,0,602,0,40
5,2011-06-01,New Hampshire,Small Market,Espresso,Regular,124,52,72,47,313,40,120
9,2011-06-01,New Hampshire,Small Market,Herbal Tea,Decaf,81,36,43,13,236,20,60
11,2011-06-01,New Hampshire,Small Market,Tea,Regular,57,23,17,6,843,20,60
7,2011-06-01,New Hampshire,Small Market,Espresso,Regular,77,35,43,13,204,30,70
11,2011-06-01,Illinois,Major Market,Tea,Regular,228,94,34,26,562,80,200
8,2011-06-01,Illinois,Major Market,Herbal Tea,Decaf,274,113,39,31,897,90,240
10,2011-06-01,Illinois,Major Market,Herbal Tea,Decaf,298,123,42,34,947,100,260
6,2011-06-01,Missouri,Small Market,Espresso,Decaf,88,36,20,10,828,40,100
2,2011-06-01,Iowa,Small Market,Coffee,Regular,69,32,28,9,996,30,70
1,2011-06-01,California,Major Market,Coffee,Regular,95,141,63,45,1514,170,120
5,2011-06-01,California,Major Market,Espresso,Regular,342,144,153,131,874,130,330
3,2011-06-01,Missouri,Small Market,Coffee,Decaf,141,65,39,20,1042,60,140
12,2011-06-01,Missouri,Small Market,Tea,Regular,77,35,43,13,204,30,60
6,2011-06-01,California,Major Market,Espresso,Decaf,628,272,113,89,1616,260,600
2,2011-06-01,Nevada,Small Market,Coffee,Regular,81,36,43,13,236,40,100
3,2011-06-01,Nevada,Small Market,Coffee,Decaf,69,32,28,9,996,40,80
5,2011-06-01,Nevada,Small Market,Espresso,Regular,57,23,16,6,843,20,50
9,2011-06-01,Nevada,Small Market,Herbal Tea,Decaf,474,200,104,66,1095,170,420
11,2011-06-01,Nevada,Small Market,Tea,Regular,628,272,113,89,1616,170,430
9,2011-06-01,Iowa,Small Market,Herbal Tea,Decaf,342,141,63,45,764,120,300
1,2011-06-01,Wisconsin,Small Market,Coffee,Regular,132,59,51,22,377,60,130
5,2011-06-01,Wisconsin,Small Market,Espresso,Regular,175,81,43,25,1046,90,200
9,2011-06-01,Wisconsin,Small Market,Herbal Tea,Decaf,143,59,25,16,842,50,120
7,2011-06-01,New York,Major Market,Espresso,Regular,669,260,90,72,1405,240,660
1,2011-06-01,Colorado,Major Market,Coffee,Regular,274,113,39,31,897,110,280
12,2011-06-01,Colorado,Major Market,Tea,Regular,116,53,34,16,1028,40,100
3,2011-06-01,Colorado,Major Market,Coffee,Decaf,298,123,43,34,947,130,310
8,2011-06-01,Colorado,Major Market,Herbal Tea,Decaf,295,149,61,41,1245,120,260
10,2011-06-01,Colorado,Major Market,Herbal Tea,Decaf,117,50,41,16,397,40,100
6,2011-06-01,Ohio,Major Market,Espresso,Decaf,114,51,48,19,396,50,130
9,2011-06-01,Florida,Major Market,Herbal Tea,Decaf,132,59,51,22,377,40,100
5,2011-06-01,Florida,Major Market,Espresso,Regular,262,110,120,100,665,100,250
6,2011-06-01,Florida,Major Market,Espresso,Decaf,210,91,54,30,533,80,200
5,2011-06-01,Illinois,Major Market,Espresso,Regular,628,272,113,89,1616,310,740
9,2011-06-01,Illinois,Major Market,Herbal Tea,Decaf,188,83,37,27,574,70,160
2,2011-06-01,Massachusetts,Major Market,Coffee,Regular,643,54,45,17,-1006,50,610
13,2011-06-01,Nevada,Small Market,Tea,Regular,37,271,126,102,4507,170,0
6,2011-06-01,Nevada,Small Market,Espresso,Decaf,53,21,16,5,798,20,50
8,2011-06-01,Nevada,Small Market,Herbal Tea,Decaf,342,144,153,131,874,120,300
10,2011-06-01,Nevada,Small Market,Herbal Tea,Decaf,342,141,63,45,764,120,300
12,2011-06-01,Nevada,Small Market,Tea,Regular,516,260,89,72,1715,170,350
4,2011-06-01,Nevada,Small Market,Espresso,Regular,43,0,11,0,602,0,40
5,2011-06-01,Massachusetts,Major Market,Espresso,Regular,110,44,65,40,543,40,100
9,2011-06-01,Massachusetts,Major Market,Herbal Tea,Decaf,114,51,48,19,396,30,80
10,2011-06-01,Florida,Major Market,Herbal Tea,Decaf,175,81,44,25,1046,60,130
5,2011-06-01,Utah,Small Market,Espresso,Regular,110,48,26,15,593,40,100
9,2011-06-01,Utah,Small Market,Herbal Tea,Decaf,155,62,48,20,436,50,130
3,2011-06-01,Illinois,Major Market,Coffee,Decaf,342,141,64,45,764,140,360
13,2011-06-01,Missouri,Small Market,Tea,Regular,81,36,43,13,236,30,70
8,2011-06-01,Missouri,Small Market,Herbal Tea,Decaf,124,52,72,47,313,40,110
11,2011-06-01,Missouri,Small Market,Tea,Regular,95,41,38,13,239,30,80
5,2011-06-01,New York,Major Market,Espresso,Regular,71,144,153,131,1979,130,70
11,2011-06-01,Massachusetts,Major Market,Tea,Regular,59,24,16,6,856,20,60
5,2011-06-01,Connecticut,Small Market,Espresso,Regular,127,53,72,48,597,50,120
9,2011-06-01,Connecticut,Small Market,Herbal Tea,Decaf,167,76,57,28,580,50,130
8,2011-06-01,Texas,Major Market,Herbal Tea,Decaf,117,50,41,16,397,40,110
10,2011-06-01,New York,Major Market,Herbal Tea,Decaf,196,244,90,75,2636,180,150
11,2011-06-01,New York,Major Market,Tea,Regular,298,123,42,34,947,130,320
2,2011-06-01,New York,Major Market,Coffee,Regular,882,356,165,124,2476,340,840
3,2011-06-01,Oklahoma,Small Market,Coffee,Decaf,59,24,16,6,856,30,70
5,2011-06-01,Oklahoma,Small Market,Espresso,Regular,44,18,15,5,478,10,30
6,2011-06-01,Oklahoma,Small Market,Espresso,Decaf,276,111,63,36,767,90,230
9,2011-06-01,Oklahoma,Small Market,Herbal Tea,Decaf,262,110,120,100,665,100,250
3,2011-06-01,California,Major Market,Coffee,Decaf,167,200,103,66,2393,250,210
12,2011-06-01,California,Major Market,Tea,Regular,228,94,35,26,562,60,150
2,2011-06-01,Florida,Major Market,Coffee,Regular,276,111,63,36,767,100,260
13,2011-06-01,California,Major Market,Tea,Regular,134,54,46,17,641,30,90
8,2011-06-01,California,Major Market,Herbal Tea,Decaf,298,123,42,34,947,100,260
11,2011-06-01,California,Major Market,Tea,Regular,274,113,40,31,897,70,180
3,2011-06-01,Florida,Major Market,Coffee,Decaf,279,118,55,36,636,110,260
2,2011-06-01,Connecticut,Small Market,Coffee,Regular,230,92,57,30,1102,80,220
6,2011-06-01,Connecticut,Small Market,Espresso,Decaf,107,46,40,15,367,40,100
10,2011-06-01,Connecticut,Small Market,Herbal Tea,Decaf,141,65,38,20,1042,40,110
2,2011-06-01,Colorado,Major Market,Coffee,Regular,188,83,36,27,574,80,190
13,2011-06-01,Colorado,Major Market,Tea,Regular,98,43,25,14,597,30,80
6,2011-06-01,Colorado,Major Market,Espresso,Decaf,134,54,45,17,641,60,150
11,2011-06-01,Colorado,Major Market,Tea,Regular,114,51,49,19,396,40,100
11,2011-06-01,Oregon,Small Market,Tea,Regular,44,18,16,5,478,10,20
4,2011-06-01,Oregon,Small Market,Espresso,Regular,114,51,49,19,396,40,110
9,2011-06-01,Texas,Major Market,Herbal Tea,Decaf,92,38,33,12,414,30,90
2,2011-07-01,Connecticut,Small Market,Coffee,Regular,223,90,56,29,1148,80,210
3,2011-07-01,Washington,Small Market,Coffee,Decaf,294,124,132,112,717,150,370
4,2011-07-01,Washington,Small Market,Espresso,Regular,114,50,27,16,587,40,110
11,2011-07-01,New York,Major Market,Tea,Regular,309,127,44,35,1007,130,330
4,2011-07-01,California,Major Market,Espresso,Regular,527,266,92,74,1819,250,510
8,2011-07-01,Texas,Major Market,Herbal Tea,Decaf,109,47,40,15,420,40,100
5,2011-07-01,Ohio,Major Market,Espresso,Regular,288,145,60,40,1304,160,340
6,2011-07-01,Louisiana,Small Market,Espresso,Decaf,89,36,31,11,462,30,70
4,2011-07-01,Louisiana,Small Market,Espresso,Regular,112,47,67,42,-395,40,90
2,2011-07-01,Ohio,Major Market,Coffee,Regular,84,34,31,10,432,30,80
13,2011-07-01,Florida,Major Market,Tea,Regular,143,59,25,16,870,60,150
5,2011-07-01,Florida,Major Market,Espresso,Regular,294,124,131,112,717,110,290
10,2011-07-01,Florida,Major Market,Herbal Tea,Decaf,187,86,45,26,1081,60,140
2,2011-07-01,Washington,Small Market,Coffee,Regular,209,86,46,27,463,100,260
6,2011-07-01,Texas,Major Market,Espresso,Decaf,228,94,35,26,608,80,190
9,2011-07-01,Texas,Major Market,Herbal Tea,Decaf,84,34,30,10,432,30,80
1,2011-07-01,Wisconsin,Small Market,Coffee,Regular,132,59,52,22,403,60,130
3,2011-07-01,Wisconsin,Small Market,Coffee,Decaf,225,97,55,32,575,100,230
8,2011-07-01,Wisconsin,Small Market,Herbal Tea,Decaf,103,39,33,12,380,30,90
9,2011-07-01,Wisconsin,Small Market,Herbal Tea,Decaf,143,59,25,16,870,50,120
11,2011-07-01,Wisconsin,Small Market,Tea,Regular,89,36,31,11,462,30,70
2,2011-07-01,Colorado,Major Market,Coffee,Regular,197,87,38,28,564,90,200
3,2011-07-01,Colorado,Major Market,Coffee,Decaf,309,127,43,35,1007,130,320
6,2011-07-01,Colorado,Major Market,Espresso,Decaf,130,52,45,17,668,60,150
9,2011-07-01,Colorado,Major Market,Herbal Tea,Decaf,94,39,61,36,517,30,80
2,2011-07-01,Florida,Major Market,Coffee,Regular,283,114,63,37,822,100,270
10,2011-07-01,Illinois,Major Market,Herbal Tea,Decaf,309,127,43,35,1007,100,270
11,2011-07-01,Illinois,Major Market,Tea,Regular,228,94,34,26,608,80,200
12,2011-07-01,Illinois,Major Market,Tea,Regular,130,52,45,17,668,40,110
2,2011-07-01,Missouri,Small Market,Coffee,Regular,167,76,58,28,613,80,170
3,2011-07-01,Missouri,Small Market,Coffee,Decaf,131,60,37,18,1070,60,130
6,2011-07-01,Missouri,Small Market,Espresso,Decaf,95,39,20,10,845,40,110
11,2011-07-01,Missouri,Small Market,Tea,Regular,102,44,39,14,258,30,90
5,2011-07-01,Louisiana,Small Market,Espresso,Regular,103,39,33,12,380,30,80
2,2011-07-01,Iowa,Small Market,Coffee,Regular,74,34,30,10,1010,30,70
2,2011-07-01,Louisiana,Small Market,Coffee,Regular,98,40,21,11,843,50,120
8,2011-07-01,Louisiana,Small Market,Herbal Tea,Decaf,105,46,26,15,587,40,100
7,2011-07-01,Massachusetts,Major Market,Espresso,Regular,288,145,60,40,1304,130,280
5,2011-07-01,New York,Major Market,Espresso,Regular,76,162,168,147,2321,150,70
8,2011-07-01,Florida,Major Market,Herbal Tea,Decaf,114,50,27,16,587,30,80
9,2011-07-01,Florida,Major Market,Herbal Tea,Decaf,132,59,51,22,403,40,100
13,2011-07-01,Washington,Small Market,Tea,Regular,112,47,66,42,622,30,70
5,2011-07-01,Washington,Small Market,Espresso,Regular,132,59,52,22,403,50,120
6,2011-07-01,Washington,Small Market,Espresso,Decaf,187,86,44,26,1081,80,180
11,2011-07-01,Washington,Small Market,Tea,Regular,103,39,33,12,380,20,70
6,2011-07-01,Oklahoma,Small Market,Espresso,Decaf,283,114,64,37,822,90,240
9,2011-07-01,Oklahoma,Small Market,Herbal Tea,Decaf,294,124,131,112,717,110,290
4,2011-07-01,Oklahoma,Small Market,Espresso,Regular,333,141,62,43,-942,120,280
5,2011-07-01,California,Major Market,Espresso,Regular,384,162,167,147,943,150,370
5,2011-07-01,Massachusetts,Major Market,Espresso,Regular,110,39,60,36,560,30,100
11,2011-07-01,Massachusetts,Major Market,Tea,Regular,56,23,17,6,868,20,60
13,2011-07-01,Missouri,Small Market,Tea,Regular,81,36,43,13,252,30,70
12,2011-07-01,Ohio,Major Market,Tea,Regular,333,141,62,43,692,120,290
8,2011-07-01,Washington,Small Market,Herbal Tea,Decaf,223,90,56,29,1148,70,190
9,2011-07-01,Washington,Small Market,Herbal Tea,Decaf,98,40,20,11,843,30,80
2,2011-07-01,Utah,Small Market,Coffee,Regular,99,43,38,14,388,50,120
3,2011-07-01,Utah,Small Market,Coffee,Decaf,167,76,58,28,613,90,210
13,2011-07-01,Utah,Small Market,Tea,Regular,88,40,45,15,219,20,60
5,2011-07-01,Utah,Small Market,Espresso,Regular,105,46,26,15,587,40,100
6,2011-07-01,Utah,Small Market,Espresso,Decaf,86,35,20,9,894,30,80
8,2011-07-01,Utah,Small Market,Herbal Tea,Decaf,150,61,39,19,329,50,130
9,2011-07-01,Utah,Small Market,Herbal Tea,Decaf,159,64,48,21,467,50,140
4,2011-07-01,Utah,Small Market,Espresso,Regular,95,39,20,10,845,30,90
5,2011-07-01,Connecticut,Small Market,Espresso,Regular,112,47,66,42,622,40,110
1,2011-07-01,Oregon,Small Market,Coffee,Regular,94,39,61,36,517,40,110
5,2011-07-01,Oregon,Small Market,Espresso,Regular,109,47,40,15,420,40,100
6,2011-07-01,Oregon,Small Market,Espresso,Decaf,288,145,60,40,1304,130,270
8,2011-07-01,Oregon,Small Market,Herbal Tea,Decaf,73,30,19,8,829,20,60
9,2011-07-01,Oregon,Small Market,Herbal Tea,Decaf,93,41,24,13,592,30,80
11,2011-07-01,Oregon,Small Market,Tea,Regular,44,18,16,5,486,10,20
3,2011-07-01,Louisiana,Small Market,Coffee,Decaf,143,59,25,16,870,70,180
2,2011-07-01,New Mexico,Small Market,Coffee,Regular,159,64,48,21,467,80,200
3,2011-07-01,New Mexico,Small Market,Coffee,Decaf,167,120,56,37,1334,150,210
5,2011-07-01,New Mexico,Small Market,Espresso,Regular,140,59,77,53,338,50,120
6,2011-07-01,New Mexico,Small Market,Espresso,Decaf,102,44,38,14,258,30,80
8,2011-07-01,New Mexico,Small Market,Herbal Tea,Decaf,60,25,18,7,854,20,50
9,2011-07-01,New Mexico,Small Market,Herbal Tea,Decaf,74,34,29,10,1010,30,70
4,2011-07-01,New Mexico,Small Market,Espresso,Regular,88,40,45,15,-258,30,70
12,2011-07-01,Washington,Small Market,Tea,Regular,89,36,32,11,462,20,60
1,2011-07-01,Ohio,Major Market,Coffee,Regular,109,47,40,15,420,40,110
8,2011-07-01,Ohio,Major Market,Herbal Tea,Decaf,44,18,16,5,486,10,30
12,2011-07-01,Iowa,Small Market,Tea,Regular,597,270,126,102,1834,230,520
9,2011-07-01,New York,Major Market,Herbal Tea,Decaf,786,270,126,102,1781,200,610
2,2011-07-01,Oregon,Small Market,Coffee,Regular,93,39,51,12,478,40,110
3,2011-07-01,Oregon,Small Market,Coffee,Decaf,84,34,31,10,432,40,100
13,2011-07-01,Oregon,Small Market,Tea,Regular,333,141,61,43,692,90,220
12,2011-07-01,Oregon,Small Market,Tea,Regular,283,114,63,37,822,70,190
6,2011-07-01,California,Major Market,Espresso,Decaf,672,291,119,96,1742,270,650
6,2011-07-01,Iowa,Small Market,Espresso,Decaf,43,0,11,0,559,0,50
9,2011-07-01,Iowa,Small Market,Herbal Tea,Decaf,373,154,67,49,833,130,330
11,2011-07-01,Iowa,Small Market,Tea,Regular,527,266,92,74,1819,220,460
3,2011-07-01,Ohio,Major Market,Coffee,Decaf,94,39,60,36,517,40,90
2,2011-07-01,Oklahoma,Small Market,Coffee,Regular,93,41,23,13,592,50,110
8,2011-07-01,Oklahoma,Small Market,Herbal Tea,Decaf,132,59,51,22,403,50,130
1,2011-07-01,New Hampshire,Small Market,Coffee,Regular,150,61,38,19,329,50,140
2,2011-07-01,New Hampshire,Small Market,Coffee,Regular,159,64,49,21,467,60,150
13,2011-07-01,New Hampshire,Small Market,Tea,Regular,43,0,11,0,559,0,40
5,2011-07-01,New Hampshire,Small Market,Espresso,Regular,140,59,77,53,338,50,130
9,2011-07-01,New Hampshire,Small Market,Herbal Tea,Decaf,81,36,43,13,252,20,60
11,2011-07-01,New Hampshire,Small Market,Tea,Regular,60,25,18,7,854,20,60
7,2011-07-01,New Hampshire,Small Market,Espresso,Regular,88,40,46,15,219,30,80
2,2011-07-01,Wisconsin,Small Market,Coffee,Regular,294,124,131,112,717,130,310
6,2011-07-01,Ohio,Major Market,Espresso,Decaf,114,51,49,19,419,50,130
8,2011-07-01,California,Major Market,Herbal Tea,Decaf,309,127,43,35,1007,100,270
11,2011-07-01,California,Major Market,Tea,Regular,254,104,37,29,952,60,170
5,2011-07-01,Illinois,Major Market,Espresso,Regular,672,291,119,96,1742,330,800
13,2011-07-01,New York,Major Market,Tea,Regular,228,94,35,26,608,90,240
7,2011-07-01,New York,Major Market,Espresso,Regular,541,266,91,74,1355,250,530
8,2011-07-01,Missouri,Small Market,Herbal Tea,Decaf,140,59,77,53,338,50,120
8,2011-07-01,Iowa,Small Market,Herbal Tea,Decaf,672,291,120,96,1742,250,590
2,2011-07-01,California,Major Market,Coffee,Regular,904,364,166,127,2654,450,1140
5,2011-07-01,Missouri,Small Market,Espresso,Regular,86,35,19,9,894,40,100
9,2011-07-01,Missouri,Small Market,Herbal Tea,Decaf,167,120,57,37,1334,100,140
1,2011-07-01,California,Major Market,Coffee,Regular,86,154,66,49,1832,190,100
4,2011-07-01,Texas,Major Market,Espresso,Regular,130,52,46,17,-456,40,110
3,2011-07-01,Nevada,Small Market,Coffee,Decaf,74,34,30,10,1010,40,90
5,2011-07-01,Nevada,Small Market,Espresso,Regular,60,25,18,7,854,20,50
8,2011-07-01,Nevada,Small Market,Herbal Tea,Decaf,384,162,167,147,943,130,340
9,2011-07-01,Nevada,Small Market,Herbal Tea,Decaf,562,238,113,78,1190,200,490
10,2011-07-01,Nevada,Small Market,Herbal Tea,Decaf,373,154,67,49,833,130,330
11,2011-07-01,Nevada,Small Market,Tea,Regular,672,291,120,96,1742,190,460
12,2011-07-01,Nevada,Small Market,Tea,Regular,527,266,91,74,1819,170,360
12,2011-07-01,California,Major Market,Tea,Regular,228,94,35,26,608,60,150
8,2011-07-01,Illinois,Major Market,Herbal Tea,Decaf,254,104,38,29,952,80,220
1,2011-07-01,Iowa,Small Market,Coffee,Regular,60,25,18,7,854,20,60
3,2011-07-01,Iowa,Small Market,Coffee,Decaf,54,23,18,7,605,20,50
5,2011-07-01,Iowa,Small Market,Espresso,Regular,49,20,15,5,808,20,50
9,2011-07-01,California,Major Market,Herbal Tea,Decaf,562,260,95,80,1319,220,490
5,2011-07-01,Wisconsin,Small Market,Espresso,Regular,187,86,44,26,1081,90,220
6,2011-07-01,Wisconsin,Small Market,Espresso,Decaf,114,50,27,16,587,50,130
12,2011-07-01,Wisconsin,Small Market,Tea,Regular,112,47,67,42,622,40,90
2,2011-07-01,New York,Major Market,Coffee,Regular,904,364,166,127,2654,340,860
8,2011-07-01,Colorado,Major Market,Herbal Tea,Decaf,288,145,60,40,1304,120,250
11,2011-07-01,Colorado,Major Market,Tea,Regular,114,51,48,19,419,40,100
1,2011-07-01,Colorado,Major Market,Coffee,Regular,254,104,38,29,952,110,260
5,2011-07-01,Colorado,Major Market,Espresso,Regular,228,94,35,26,608,100,270
10,2011-07-01,Colorado,Major Market,Herbal Tea,Decaf,109,47,39,15,420,40,90
12,2011-07-01,Colorado,Major Market,Tea,Regular,108,50,33,15,1051,40,90
11,2011-07-01,Ohio,Major Market,Tea,Regular,283,114,63,37,822,90,250
3,2011-07-01,Florida,Major Market,Coffee,Decaf,333,141,61,43,692,130,310
6,2011-07-01,Florida,Major Market,Espresso,Decaf,225,97,55,32,575,90,220
11,2011-07-01,Florida,Major Market,Tea,Regular,109,45,22,12,885,40,110
9,2011-07-01,Illinois,Major Market,Herbal Tea,Decaf,197,87,37,28,564,70,170
13,2011-07-01,Massachusetts,Major Market,Tea,Regular,44,18,16,5,486,10,40
9,2011-07-01,Massachusetts,Major Market,Herbal Tea,Decaf,114,51,49,19,419,30,80
2,2011-07-01,Nevada,Small Market,Coffee,Regular,81,36,44,13,252,40,100
13,2011-07-01,Nevada,Small Market,Tea,Regular,27,270,126,102,5230,170,0
6,2011-07-01,Nevada,Small Market,Espresso,Decaf,49,20,16,5,808,10,40
4,2011-07-01,Nevada,Small Market,Espresso,Regular,43,0,10,0,559,0,40
1,2011-07-01,Utah,Small Market,Coffee,Regular,131,60,37,18,1070,70,160
10,2011-07-01,Utah,Small Market,Herbal Tea,Decaf,167,120,57,37,1334,100,140
11,2011-07-01,Utah,Small Market,Tea,Regular,140,59,76,53,338,30,90
12,2011-07-01,Utah,Small Market,Tea,Regular,102,44,39,14,258,20,70
3,2011-07-01,Texas,Major Market,Coffee,Decaf,197,87,38,28,564,100,240
2,2011-07-01,Illinois,Major Market,Coffee,Regular,562,238,113,78,1190,250,590
6,2011-07-01,Illinois,Major Market,Espresso,Decaf,527,266,91,74,1819,300,620
12,2011-07-01,Missouri,Small Market,Tea,Regular,88,40,45,15,219,30,70
3,2011-07-01,Illinois,Major Market,Coffee,Decaf,373,154,67,49,833,160,390
13,2011-07-01,Connecticut,Small Market,Tea,Regular,51,20,15,5,814,20,50
6,2011-07-01,Connecticut,Small Market,Espresso,Decaf,99,43,38,14,388,40,90
9,2011-07-01,Connecticut,Small Market,Herbal Tea,Decaf,167,76,57,28,613,50,130
3,2011-07-01,California,Major Market,Coffee,Decaf,200,238,113,78,2797,290,250
10,2011-07-01,California,Major Market,Herbal Tea,Decaf,197,87,37,28,564,70,170
10,2011-07-01,New York,Major Market,Herbal Tea,Decaf,196,260,95,80,3076,190,150
12,2011-07-01,New York,Major Market,Tea,Regular,254,104,38,29,952,110,270
3,2011-07-01,Oklahoma,Small Market,Coffee,Decaf,56,23,17,6,868,20,70
5,2011-07-01,Oklahoma,Small Market,Espresso,Regular,44,18,16,5,486,10,30
9,2011-07-01,Ohio,Major Market,Herbal Tea,Decaf,56,23,17,6,868,10,50
13,2011-07-01,California,Major Market,Tea,Regular,130,52,46,17,668,30,80
10,2011-07-01,Connecticut,Small Market,Herbal Tea,Decaf,131,60,36,18,1070,40,100
11,2011-07-01,Connecticut,Small Market,Tea,Regular,86,35,19,9,894,30,90
13,2011-07-01,Colorado,Major Market,Tea,Regular,93,41,24,13,592,30,80
4,2011-07-01,Oregon,Small Market,Espresso,Regular,114,51,48,19,419,40,110
2,2011-07-01,Texas,Major Market,Coffee,Regular,562,260,94,80,1319,320,700
2,2011-07-01,Massachusetts,Major Market,Coffee,Regular,659,52,46,17,-1493,40,630
5,2011-07-01,Texas,Major Market,Espresso,Regular,254,104,37,29,952,80,220
9,2011-07-01,Louisiana,Small Market,Herbal Tea,Decaf,167,76,58,28,613,70,160
2,2011-08-01,Connecticut,Small Market,Coffee,Regular,223,90,56,29,1139,80,210
13,2011-08-01,Connecticut,Small Market,Tea,Regular,47,19,15,5,811,20,50
6,2011-08-01,Connecticut,Small Market,Espresso,Decaf,97,42,37,13,384,40,90
12,2011-08-01,Washington,Small Market,Tea,Regular,89,36,32,11,458,20,60
5,2011-08-01,Texas,Major Market,Espresso,Regular,298,123,42,34,941,100,250
9,2011-08-01,Texas,Major Market,Herbal Tea,Decaf,84,34,30,10,428,30,80
5,2011-08-01,New York,Major Market,Espresso,Regular,77,173,176,156,2615,160,70
9,2011-08-01,New York,Major Market,Herbal Tea,Decaf,647,284,130,107,1565,210,500
